name,city,address,latitude,longitude,google_rating,google_review_count,place_id,category
"Radisson Blu Hotel, London South Kensington",London,"68-86 Cromwell Road, London",51.4953714,-0.1818973,4.0,1355.0,ChIJXeC1Cl4FdkgRbOWJlFcZHLU,hotels
Blakes Hotel,London,"33 Roland Gardens, London",51.4892704,-0.1802466,4.2,339.0,ChIJY2v2lmYFdkgR1Amg7ZuXL10,hotels
Dreamtel London Kensington,London,"32-36 Hogarth Road, London",51.49329179999999,-0.1918628,3.2,435.0,ChIJlXKjMYsPdkgRB-C5O6qlioI,hotels
Eden Plaza Kensington,London,"68-69 Queen's Gate, South Kensington, London",51.49511,-0.1793893,3.7,571.0,ChIJKSDtn10FdkgRPbUAQKJlQ7U,hotels
The Cranley Hotel,London,"10 Bina Gardens, London",51.4913828,-0.1831221,2.2,758.0,ChIJM4Ni32AFdkgRRnUK5fHShhw,hotels
Oakley Hotel,London,"73 Oakley Street, London",51.48478309999999,-0.1685344,3.8,110.0,ChIJW0q-v20FdkgRYZYvWY9xzQA,hotels
London Marriott Hotel Kensington,London,"147C Cromwell Road, London",51.4943667,-0.1898977,4.2,1270.0,ChIJPddTVvUPdkgRTRf78hYlULM,hotels
The Bentley Hotel London,London,"27-33 Harrington Gardens, London",51.49288620000001,-0.1841747,4.1,577.0,ChIJY35tkmAFdkgRkS4PtMFcQgE,hotels
Westbury Hotel Kensington,London,"22-24 Collingham Place, London",51.49356339999999,-0.1897307,3.7,750.0,ChIJzYplzIoPdkgRZu6vv3rvmtY,hotels
Park International Hotel,London,"117-129 Cromwell Road, London",51.4945939,-0.1866172,4.0,1328.0,ChIJdRmJ6F8FdkgRKde3Gv613Gg,hotels
Number Sixteen,London,"16 Sumner Place, London",51.49307719999999,-0.1755007,4.5,296.0,ChIJce4gD2gFdkgRoJ_ksh-b_Fw,hotels
The Villa Kensington,London,"10 - 11 Ashburn Gardens, London",51.49383739999999,-0.1858516,3.7,299.0,ChIJtbED2F8FdkgRZsvarVjnCN0,hotels
The Rockwell,London,"181-183 Cromwell Road, London",51.4944725,-0.1929084,4.3,372.0,ChIJX54iu_QPdkgRW3vweTuTy8E,hotels
Collingham Serviced Apartments,London,"26 Collingham Gardens, London",51.49227849999999,-0.1880073,4.3,153.0,ChIJ49vPnIoPdkgRKImL9hwZ6ZE,hotels
The Resident Kensington,London,"25 Courtfield Gardens, London",51.49313459999999,-0.1901193,4.6,587.0,ChIJHVdKxYoPdkgR9n3JQxZYx24,hotels
Park Grand London Kensington,London,"33-37 Hogarth Road, London",51.49384679999999,-0.1917582,4.1,1298.0,ChIJwygNMYsPdkgRWgnFYsJVoGw,hotels
Meliá London Kensington member of Meliá Collection,London,"Rydges Kensington Plaza, 61 Gloucester Road, London",51.49575599999999,-0.182776,4.2,660.0,ChIJZUnWb14FdkgRrsBCVHLdYAY,hotels
Kensington Rooms and Apartments,London,"Oak House, 37 Collingham Place, London",51.4940872,-0.1908125,3.0,134.0,ChIJuV9fzYoPdkgRpQphXs0c_0E,hotels
Montana Hotel,London,"67/69 Gloucester Road, London",51.49534629999999,-0.1826431,4.2,1101.0,ChIJiWR-bV4FdkgRZ7kYQbeQ3D8,hotels
London Lodge Hotel,London,"134-136 Lexham Gardens, London",51.495723,-0.19496,4.3,477.0,ChIJC8OFcvMPdkgReKARKoiXKs0,hotels
The Rembrandt Hotel,London,"11 Thurloe Place, London",51.4960608,-0.1704114,4.4,2386.0,ChIJkUNmiEEFdkgRP2VcGWbshrM,hotels
Brompton Hotel,London,"30 Old Brompton Road, London",51.4936415,-0.1753171,3.1,310.0,ChIJzQBYp0IFdkgRVp2-Rljxid0,hotels
"San Domenico House Hotel, Chelsea and Knightsbridge London",London,"29-31 Draycott Place, London",51.49179029999999,-0.1616405,4.7,134.0,ChIJ1-KdBhUFdkgRtWdM6LeQCu0,hotels
Gainsborough Hotel,London,"7-11 Queensberry Place, London",51.4948954,-0.1772618,3.6,392.0,ChIJtXvcQ10FdkgRY0B3rKmBl2s,hotels
Sydney House Chelsea,London,"9-11 Sydney Street, London",51.4912351,-0.1720041,4.3,109.0,ChIJtbE8C2kFdkgRyEp13FFucVI,hotels
54 Queen's Gate,London,"54 Queen's Gate, London",51.49630800000001,-0.1796217,4.4,190.0,ChIJw-SVrV0FdkgR2uT-ja2A_98,hotels
Millennium Hotel and Conference Centre Gloucester London,London,"4-18 Harrington Gardens, London",51.4934174,-0.1830123,3.8,5731.0,ChIJtyZ2cF4FdkgRqVMwzOa7pMo,hotels
The Chelsea Townhouse,London,"26 Cadogan Gardens, London",51.4930638,-0.1596705,4.4,134.0,ChIJTTzW7BUFdkgRVN5v6JQ3SaQ,hotels
Pestana Chelsea Bridge Hotel & Spa,London,"354 Queenstown Road, London",51.48125839999999,-0.1487888,4.3,1768.0,ChIJ1xOE8gQFdkgRlaPqAao9yo8,hotels
The Queen's Gate Hotel,London,"31-34 Queen's Gate, London",51.49823139999999,-0.1799305,4.4,770.0,ChIJQR96b1wFdkgR0oDVONTkGaM,hotels
The 29 London,London,"29-31 Saint George's Drive, London",51.4907875,-0.1440712,3.6,877.0,ChIJswBRjc4EdkgRDD78Mnrt7B8,hotels
Premier Inn London Victoria hotel,London,"Off 55, 82 - 83 Eccleston Square, Gillingham Street, London",51.49302309999999,-0.1429586,4.1,1453.0,ChIJP7zFsB8FdkgRn4IyV_CUcj8,hotels
Astors Belgravia,London,"106-112, Ebury Street, London",51.4935188,-0.150181,3.9,627.0,ChIJywylexgFdkgR06UsvOQ60kg,hotels
"The Clermont London, Victoria",London,"101 Buckingham Palace Road, London",51.495691,-0.1453499,4.2,2691.0,ChIJ4_SIlCEFdkgRb8KIploTI3s,hotels
"The Windermere Hotel, London",London,"142-144 Warwick Way, London",51.4903952,-0.1459051,4.5,336.0,ChIJ00fsxR4FdkgRPzC-MItdcdg,hotels
"OYO Townhouse New England, London Victoria",London,"20 Saint George's Drive, London",51.4909648,-0.1437599,3.4,472.0,ChIJc6IoVx4FdkgR-302Jiv1ZxQ,hotels
Grapevine Hotel,London,"117 Warwick Way, London",51.4908497,-0.1450323,2.0,440.0,ChIJ4xSR5h4FdkgRXIKQhFHsXnU,hotels
Best Western Victoria Palace Hotel,London,"60-64 Warwick Way, London",51.4916219,-0.1415444,3.8,680.0,ChIJuZIdzh8FdkgR0D7ObAPz_Qw,hotels
Victoria Inn,London,"65-67 Belgrave Road, London",51.49039639999999,-0.1377961,3.6,588.0,ChIJG-orDOEEdkgRkseU3eZSq6E,hotels
Dover Hotel,London,"42-44 Belgrave Road, London",51.4919406,-0.1418579,3.8,551.0,ChIJr03Qxx8FdkgR70v5UWHiVlE,hotels
Best Western Buckingham Palace Rd.,London,"8, 12 Saint George's Drive, London",51.49198639999999,-0.1460215,3.9,647.0,ChIJb_AvcB8FdkgR-e9V80NTQWE,hotels
11 Cadogan Gardens,London,"11 Cadogan Gardens, London",51.4935726,-0.1592237,4.5,344.0,ChIJo2O9Wr-o2EcR53iWLtNBRxw,hotels
Enrico Hotel,London,"77-79 Warwick Way, London",51.4915425,-0.1428169,3.1,502.0,ChIJJVFBsh8FdkgRjLCOhk_vRyI,hotels
Huttons Hotel,London,"53-57 Belgrave Road, London",51.49065979999999,-0.1383784,3.5,1439.0,ChIJW-zrseEEdkgRlEFG2yb-wtc,hotels
Georgian House Hotel,London,"35 - 39 Saint George's Drive, London",51.4906428,-0.1438101,4.4,1224.0,ChIJG7dp-B4FdkgRdetG5aiJ49s,hotels
Holiday Inn Express London - Victoria by IHG,London,"106-110 Belgrave Road, London",51.4897076,-0.1372359,3.9,706.0,ChIJc3mpbeEEdkgRDHvM7nQpHwk,hotels
Stanley House Hotel,London,"19-21 Belgrave Road, London",51.4922207,-0.14155,3.2,677.0,ChIJ2Ud8wx8FdkgRP_IztPFMwpA,hotels
DoubleTree by Hilton London - Victoria,London,"2 Bridge Place, London",51.4940102,-0.1433278,4.0,2210.0,ChIJn_Ny1yEFdkgRCHF-rr9r4Uc,hotels
The Z Hotel Victoria,London,"5 Lower Belgrave Street, London",51.4956858,-0.1462395,4.2,1568.0,ChIJoWXfaMsEdkgRDFV_RpCWBlE,hotels
Vegas Hotel,London,"104 Warwick Way, London",51.49113389999999,-0.143293,2.9,514.0,ChIJUQESUx4FdkgRDoSrGahVSsc,hotels
Best Western Corona Hotel,London,"85-89 Belgrave Road, London",51.4900306,-0.136987,3.7,664.0,ChIJuWuyFOEEdkgR9UQjXb9u2aU,hotels
OYO St George Hotel,London,"115 Saint George's Drive, London",51.4885476,-0.1393448,3.2,551.0,ChIJjaSE9eEEdkgR-b2VthQEfJE,hotels
Holly House Hotel London,London,"20 Hugh Street, London",51.49247,-0.145525,2.9,556.0,ChIJayIePx8FdkgRh5FqQPxDyeo,hotels
Sidney Hotel London Victoria,London,"68-76 Belgrave Road, London",51.490334,-0.138614,3.8,1329.0,ChIJrUfuueEEdkgR6joeORsbYVw,hotels
"The Melita, London",London,"35 Charlwood Street, London",51.4901947,-0.1387737000000001,4.1,230.0,ChIJC7v6vOEEdkgRMzUB4sDDpCI,hotels
"The White Ferry, Victoria (PUBLOVE)",London,"1A Sutherland Street, London",51.4890171,-0.1467093,3.9,1359.0,ChIJHV_CrB4FdkgRQaTpWsgHYvc,hotels
The Portico Hotel London,London,"30-32 Saint George's Drive, London",51.4907698,-0.1433714,3.6,823.0,ChIJc6IoVx4FdkgRunGGgxIP3_Y,hotels
The Hari,London,"20 Chesham Place, London",51.49733000000001,-0.1562088,4.5,1009.0,ChIJYa44RTwFdkgRUJVKKazdnrA,hotels
Sloane Square Hotel,London,"7-12 Sloane Square, London",51.4929241,-0.1572043,4.3,438.0,ChIJf5y2bBYFdkgRrswgAnrKrh8,hotels
The Apartments by CAPITAL,London,"41 Draycott Place, London",51.4915236,-0.1620839,3.3,36.0,ChIJ0wVdAxUFdkgR5RScLxhqbOI,hotels
Holiday Inn Express,London,"87 South Lambeth Road, London",51.4809218,-0.1242658,4.1,778.0,ChIJj0UFqfYEdkgRbyJZrgblbH4,hotels
Park Plaza London Riverbank,London,"18 Albert Embankment, London",51.49147799999999,-0.122177,4.3,6110.0,ChIJJ2erNeoEdkgRV0SGIUovDiU,hotels
The Maiden Oval Hotel,London,"9-13 Clapham Road, London",51.4805139,-0.1133796,3.2,623.0,ChIJYRW0TYwEdkgRruEiRSHrgsQ,hotels
Chester Hotel,London,"27-29 Longmoore Street, London",51.4923323,-0.140789,2.8,532.0,ChIJh-m9IOAEdkgRk424d8N_GXw,hotels
The Belgrave,London,"80-86 Belgrave Road, London",51.4901024,-0.1381361,4.5,930.0,ChIJ8bpHdeEEdkgRV4_mamfZEjA,hotels
Luna Simone Hotel,London,"47-49 Belgrave Road, London",51.49077839999999,-0.1386279,4.5,533.0,ChIJpQsosOEEdkgREqV9sGqfASQ,hotels
Dolphin House - Serviced Apartments,London,"Dolphin Square, Chichester Street, London",51.48725090000001,-0.13666,4.1,691.0,ChIJ2SDiH10OdkgRMCilN79CRe8,hotels
Comfort Inn London - Westminster,London,"39 Belgrave Road, London",51.4909392,-0.1389268,3.0,660.0,ChIJg7VNseEEdkgRlVQOcZaNB50,hotels
Eccleston Square Hotel,London,"37 Eccleston Square, London",51.49113939999999,-0.1449789,4.3,636.0,ChIJr03UCB8FdkgRHpR3jU4GdWI,hotels
Hotel 41,London,"41 Buckingham Palace Road, London",51.4982233,-0.1435247,4.8,386.0,ChIJ4fry2CAFdkgRDUqvI09T1ck,hotels
Belgravia Hotel,London,"104 Ebury Street, London",51.4936864,-0.1500627,3.1,617.0,ChIJfx9BfiIFdkgR8mLvHm77DIw,hotels
The Rubens at the Palace,London,"39 Buckingham Palace Road, London",51.49826530000001,-0.1434998,4.5,2072.0,ChIJXX6W2iAFdkgREIjlbrOHCOw,hotels
B+B Belgravia,London,"64-66 Ebury Street, London",51.49438619999999,-0.14912,4.1,347.0,ChIJSTzdbxgFdkgR1iCiV9fbMMc,hotels
Sheriff Hotel,London,"115 Warwick Way, London",51.490877,-0.144846,2.8,603.0,ChIJ4xSR5h4FdkgRP1V9dAA66BE,hotels
The Wellington by Blue Orchid Hotels,London,"71 Vincent Square, London",51.4945199,-0.1362991,4.2,1138.0,ChIJR2FeGN4EdkgRNAVqpe55oEo,hotels
The Orange Pub & Boutique Hotel Belgravia,London,"37 Pimlico Road, London",51.49055329999999,-0.1523038,4.2,1506.0,ChIJOf5i2BkFdkgRCZlpbsEzrJs,hotels
The St. George's Inn Victoria,London,"25 Belgrave Road, London",51.4920961,-0.1413561,3.7,441.0,ChIJ2Ud8wx8FdkgRYzWIipKljQs,hotels
Mornington Hotel London Victoria,London,"25 Gloucester Street, London",51.4903171,-0.1403336,3.6,334.0,ChIJh5CF2-EEdkgRrpdESZALZg8,hotels
Novotel London Waterloo,London,"113 Lambeth Road, London",51.4946539,-0.1186786,4.4,2988.0,ChIJAax3EcAEdkgR0m_aZjCm_94,hotels
London Waterloo Hostel,London,"73 Lambeth Walk, London",51.4943222,-0.1144259,3.0,663.0,ChIJqWtO078EdkgR4G8yaiJILhA,hotels
Brit Hotels Elephant Castle,London,"35 Hampton Street, London",51.4916434,-0.1006506,3.3,164.0,ChIJu60s2pgEdkgRkTgYyWluQeo,hotels
The Tommyfield,London,"185 Kennington Lane, London",51.48865350000001,-0.1108664,4.3,1051.0,ChIJz2HMUpEEdkgRKBDcg__XDw0,hotels
Eurotraveller Hotel Express (E & C) Southwark,London,"18 Amelia Street, London",51.4899842,-0.09767809999999999,3.6,267.0,ChIJHcIrk54EdkgRN92O-8l3wfI,hotels
Blades Hotel,London,"122 Belgrave Road, London",51.48950689999999,-0.1366956,4.0,228.0,ChIJDaYaaeEEdkgRbR8XStuLsYM,hotels
Kennington Bed & Breakfast,London,"103 Kennington Park Road, London",51.4877894,-0.1060952,4.7,69.0,ChIJgeSIk5AEdkgR7gskxYciVZA,hotels
Belgravia Waterside Apartment,London,"9 Gatliff Road, London",51.4871956,-0.1488108,1.0,1.0,ChIJ92YwuBsFdkgR9Nb8HML_cm0,hotels
Victoria Apartments,London,"89 Wilton Road, London",51.4924749,-0.1404054,2.7,11.0,ChIJ__84IuAEdkgRUf98X7aSfkg,hotels
Safestay London Elephant & Castle,London,"144-152 Walworth Road, Elephant and Castle, London",51.49075860000001,-0.09760929999999998,3.7,2754.0,ChIJQXVD5J4EdkgRTIGVbaezrEM,hotels
Waterloo Hub Hotel & Suites,London,"54 Kennington Road, London",51.49683210000001,-0.1119883,3.8,1475.0,ChIJL1Z7h74EdkgRx7bQfEr434Q,hotels
The Hour Glass Hotel & Pub,London,"131 Beaconsfield Road, London",51.4864426,-0.0842515,3.8,447.0,ChIJGzBEr2UDdkgRJ6R6hkaqIwQ,hotels
Restup London,London,"Driscoll House, 172 New Kent Road, London",51.4939937,-0.0906775,3.1,2246.0,ChIJu1UiKl4DdkgRGOOjQBEm3-4,hotels
The Steam Engine,London,"41- 42 Cosser Street, London",51.4968981,-0.1126408,4.2,1392.0,ChIJbeOfi74EdkgRNd2HLIbnVDQ,hotels
Lambeth North by Q Apartments,London,"35 Saint George's Road, London",51.4954459,-0.1032049,4.1,30.0,ChIJ5SWs86IEdkgRvswwNgre458,hotels
Eurotraveller Hotel Premier (near Tower Bridge),London,"194-202 Old Kent Road, London",51.4901488,-0.0806059,3.6,246.0,ChIJb_aWlGgDdkgRQ3SyJQ9ZKjg,hotels
Travelodge London Vauxhall,London,"3 Bondway, London",51.4855741,-0.1238367,3.8,1578.0,ChIJ_4PCb-4EdkgRhhAItZKLpWQ,hotels
River View Apartments,London,"Saint George Wharf, London",51.4854372,-0.1257131,1.0,1.0,ChIJY1Glv-8EdkgRoCRKNOnAv4k,hotels
Double Room B&B Brixton,London,"Flat 3, Chisholm House, 33 Clapham Road, London",51.4803507,-0.1136494,1.0,1.0,ChIJRY_ZUYwEdkgRgu6slHV_YaM,hotels
Captain Bligh House,London,"100 Lambeth Road, London",51.4968385,-0.1107373,4.7,35.0,ChIJi0HyLbwEdkgRk6YgNdv_OME,hotels
The Ship Rooms Hotel - London,London,"171 Kennington Road, London",51.4931825,-0.1105183,4.3,65.0,ChIJC4nD9r0EdkgRYNcJhfbDbvc,hotels
Jamyang London Buddhist Centre,London,"The Old Courthouse, 43 Renfrew Road, London",51.4917623,-0.1053691,4.8,56.0,ChIJMVMh1ZkEdkgR1w0PPUbTdxM,hotels
69 The Grove,London,"69 Vauxhall Grove, London",51.4849036,-0.1205679,4.7,178.0,ChIJByWto-0EdkgRh6xBF3PRvUU,hotels
Lovely Holiday Apartment,London,"22 Chapter Street, Greater, London",51.4917981,-0.1334804,,,ChIJu-J7GOcEdkgROQXs8rIKEk0,hotels
Mornington Victor Hotel London Belgravia,London,"51 Belgrave Road, London",51.4907215,-0.1385216,3.5,363.0,ChIJp-HBr-EEdkgRVW4t9zfJmoo,hotels
CARLTON HOTEL,London,"90 Belgrave Road, London",51.490069,-0.1378307,3.2,403.0,ChIJ8bpHdeEEdkgRp4mltdw8lNQ,hotels
Castle Hotel,London,"86 Walworth Road, London",51.4927505,-0.0988079,4.8,4.0,ChIJrfryR58EdkgRuY2phEOl-0A,hotels
Corbigoe Hotel,London,"101 Belgrave Road, London",51.48977430000001,-0.1364368,2.1,1080.0,ChIJxetS_Pqm2EcRBMKJnYArktI,hotels
Romanos Hotel London,London,"31 Charlwood Street, London",51.4902778,-0.1386111,3.0,242.0,ChIJPUqpvOEEdkgRs02tpbei7YA,hotels
Accommodation London Bridge,London,"58 Great Dover Street, London",51.4975991,-0.0900981,4.1,240.0,ChIJ7dXS_V4DdkgRkwdu8oLSwIk,hotels
Rayman and Thomas ltd,London,"1, 3 Brixton Road, London",51.480921,-0.1103736,3.0,2.0,ChIJwQpX8Y4EdkgROtldwaDIGNw,hotels
Victoria Hall Student Accommodation,London,"120-138 Walworth Road, London",51.49163289999999,-0.09811299999999998,,,ChIJo9DnHp8EdkgRS8DSAV4qhTM,hotels
Second Nest Ltd,London,"14B Dolland Street, London",51.487368,-0.115682,4.2,15.0,ChIJRRLVapMEdkgRRan5yLXHqNU,hotels
The Grange Pub,London,"103, 104 Grange Road, London",51.49378470000001,-0.0750094,4.4,712.0,ChIJ67uvC2oDdkgRZhvetm3sZfY,hotels
Still Life - Vauxhall,London,"St George Wharf Tower, London",51.48558069999999,-0.1251137,4.0,22.0,ChIJ2xtNue8EdkgRSDfLWyUXSok,hotels
"Staybridge Suites London - Vauxhall, an IHG Hotel",London,"100 Vauxhall Walk, London",51.4890973,-0.1208916,4.6,794.0,ChIJV5Mrg-sEdkgRKf1o0l6aa4g,hotels
Pasha Hotel Cafe (Breakfast),London,"158 Camberwell Road, London",51.479705,-0.09467099999999999,4.3,92.0,ChIJbedMDYIEdkgR0x0Q71082k0,hotels
Burgess Park House,London,"56 Camberwell Road, London",51.48291469999999,-0.09496639999999999,4.0,5.0,ChIJ13dAU50EdkgRVKF4hq7EIcs,hotels
St Monica House,London,"83 Clapham Road, London",51.478418,-0.1156866,4.4,72.0,ChIJ9_o9mowEdkgR3cY3HYRCWtU,hotels
Ostello Scalabrini,London,"176 Clapham Road, London",51.4767828,-0.1182492,2.3,3.0,ChIJO-oYuPQEdkgRMPXsd4kcNfQ,hotels
Victorian Superior Property,London,"13 Valmar Road, London",51.47185469999999,-0.09426199999999998,,,ChIJSevA838EdkgRhTYyV-81L7I,hotels
Gorgeous Georgian Townhouse,London,"14 Camberwell Grove, London",51.4727563,-0.0886508,5.0,1.0,ChIJRb8ZJjUDdkgRbbeleGtsHHw,hotels
Dancenter South London Near Denmark Hill,London,"Win, 33, Forza, Camberwell Church Street, London",51.47395230000001,-0.08978760000000001,1.0,4.0,ChIJUyyFijEDdkgRsDpX8Mj1d_g,hotels
London Stay Apartments,London,"187 Rotherhithe New Road, London",51.4906119,-0.0535505,3.8,266.0,ChIJ8zj5LxkDdkgRP-Yb1DmD4yY,hotels
The Bermondsey Square Hotel,London,"9 Bermondsey Square, London",51.497719,-0.08131559999999999,4.1,875.0,ChIJU3VpMEMDdkgRpGZTvZ-x7jI,hotels
Zubair khan,London,"117 Peckham High Street, London",51.4741052,-0.0683471,,,ChIJ4S4u86EDdkgRnpZmraH2jRY,hotels
Travelodge London Peckham,London,"121 Peckham High Street, London",51.4741109,-0.06800110000000001,4.1,108.0,ChIJcY5FAe0DdkgRQo1uEMvjb5M,hotels
SereneLodgingsLTD,London,"22, Dunstall House, London",51.4741685,-0.06693030000000001,,,ChIJB3BbwJ8DdkgRQHgbvIWci8k,hotels
Mayward House,London,"Camberwell, London",51.4738006,-0.0865915,5.0,1.0,ChIJY_ay-gADdkgRb9w6VbV2rg0,hotels
5 Benhill Road HOUSE,London,"5 Benhill Road, London",51.4782382,-0.08743329999999998,,,ChIJBYVhpscDdkgRYQ4D3-uGt1E,hotels
Chedyne's,London,"Camberwell Green, London",51.4749792,-0.09199929999999998,,,ChIJbbKLckcDdkgRxvoWDGN5A6Y,hotels
Novotel London Greenwich,London,"173-185 Greenwich High Road, London",51.4779234,-0.0138196,4.1,2151.0,ChIJkY_rGDsbdkgRO96OMS567Zo,hotels
Star City Nights,London,"219 Deptford High Street, London",51.481118,-0.0265664,2.0,2.0,ChIJYZYzVPICdkgRYp_6B0oeEX4,hotels
Travelodge London Greenwich High Road,London,"Greenwich High Road, London",51.4774499,-0.01527809999999999,3.8,958.0,ChIJATRB2IgCdkgRkYbUcS8nfdY,hotels
Candle Light Catering Ltd,London,"185 Novotel Hotel, Greenwich High Road, London",51.4778583,-0.0137463,,,ChIJ-ep8zogCdkgRa_N5KRG1ox8,hotels
sim lodge ostello pino simeone,London,"Pepys Rd &, New Cross Road, London",51.4743131,-0.0458151,,,ChIJmX79XtEDdkgR2SQTj7Spdu8,hotels
BonaStays,London,"14 Drovers Place, London",51.4786705,-0.0564848,,,ChIJyyhsIEwDdkgRAgEKsxFFofs,hotels
Billington Place,London,"4 Billington Road, London",51.47593089999999,-0.04637579999999999,5.0,2.0,ChIJcaeO2Q0DdkgRTYEAGQthMMQ,hotels
Harry Lambourn House,London,"9 Gervase Street, London",51.47958750000001,-0.05922980000000001,3.4,7.0,ChIJW6CWZw8DdkgRmnA8f9SU3cU,hotels
Fbs Homes- New Cross,London,"43 Water Lane, London",51.4797616,-0.0520987,,,ChIJLfkFGdUDdkgRoudME0lp4jo,hotels
Luxury Possessions,London,"59 Billington Road, London",51.4765483,-0.0444254,5.0,3.0,ChIJ-xmMW_4CdkgR3ptrpAOAk_4,hotels
Mushie House,London,"111 Brocklehurst Street, London",51.4774879,-0.04409079999999999,5.0,7.0,ChIJ-8U0N-8DdkgRWo7we3qz3go,hotels
Accident Repair Centere,London,"186 Ilderton Road, London",51.4827805,-0.0541104,,,ChIJdS_rtgQDdkgRL_UFB2lccOI,hotels
HENX Inn Hostel,London,"323 New Cross Road, London",51.4757899,-0.0371627,2.0,50.0,ChIJ2T-ts_kCdkgRk6afvPvF1Xo,hotels
NX LONDON HOSTEL,London,"323A New Cross Road, London",51.47584939999999,-0.0370578,2.4,311.0,ChIJ14kN7W8DdkgRT9k7cS3E7AQ,hotels
Reconstruct Art,London,"152-154 Ilderton Road, London",51.4838049,-0.0539097,5.0,1.0,ChIJT4dYSRsDdkgRzbAtjF4QJ1I,hotels
FBS Homes- South Bermondsey,London,"7 Myers Lane, London",51.4832393,-0.04814129999999999,,,ChIJWcHQNBEDdkgRToLVLpCQecA,hotels
INNit Townhouse,London,"612A Old Kent Road, London",51.48320009999999,-0.06481669999999999,3.8,5.0,ChIJtd3y-lgDdkgR11DGt-Q4AnE,hotels
St Christopher's Inn Greenwich,London,"189 Greenwich High Road, London",51.47799640000001,-0.0127458,3.7,787.0,ChIJR9goJokCdkgRw7gBHMIVinA,hotels
ibis London Greenwich,London,"30 Stockwell Street, London",51.4796515,-0.0091903,4.1,1207.0,ChIJy6-bNYQCdkgR93abmMNPNsI,hotels
The Ship,London,"290 Westferry Road, London",51.4878224,-0.0177706,4.5,464.0,ChIJceQc7pMCdkgRWGVlNsoF3O0,hotels
Innkeeper's Collection Greenwich,London,"The Mitre, Greenwich, 292 Greenwich High Road, London",51.4801864,-0.0096711,4.4,385.0,ChIJr1G0pIUCdkgRVjuUg_IJKiw,hotels
Greenwich Tavern,London,"1 King William Walk, London",51.4798395,-0.0071597,4.1,1885.0,ChIJFd3Pa4QCdkgRQ4rTrFY4Mds,hotels
Number 16 B&B,London,"16 Saint Alfege Passage, London",51.4801158,-0.0110139,4.4,15.0,ChIJVf7hj4UCdkgRvi3ahaufyqs,hotels
Riverside Lets,London,"7 Odessa Street, London",51.4968953,-0.03366799999999999,,,ChIJtcrxIcMCdkgRc9N2-HSBCH8,hotels
Serviced Rooms,London,"14 Tiller Road, London",51.4960999,-0.0246071,,,ChIJFZ1jZsACdkgRnNHZ_WtDdlc,hotels
Quba Travel T/a Al Qadr Tours,London,"10-16 Tiller Road, London",51.49608279999999,-0.02405479999999999,4.8,106.0,ChIJtQODr8wCdkgRgN7Q7o1haBc,hotels
Reya Properties,London,"390 New Cross Road, London",51.475687,-0.031813,,,ChIJ1URfsl8DdkgRnc3Zhdt0e2g,hotels
Harmony Nest Parkview,London,"Exeter Way, London",51.4769425,-0.0335487,1.5,2.0,ChIJ924hDQADdkgRy9qvAy0Ml9o,hotels
Mia’s former room,London,"23 Adolphus Street, London",51.47833019999999,-0.0301933,,,ChIJUVwNAgADdkgRRXBmNs70AMg,hotels
هتل حیدری,London,"18-20 Deptford Bridge, London",51.4743225,-0.023017,5.0,1.0,ChIJO1yPCgADdkgRKR1ZRnqVW8w,hotels
London Hotel Group,London,United Kingdom,51.47438469999999,-0.0209531,4.0,1.0,ChIJyZ5s84oCdkgRism09VVJmkw,hotels
Celadon Apartments & Hotels,London,London,51.475895,-0.01920020000000001,5.0,1.0,ChIJ8aLyw6UDdkgRk9fUfav_gn0,hotels
"J-Block, McMillan Student Village",London,"McMillan Student Village, 137 Creek Road, London",51.48147789999999,-0.0207935,1.0,1.0,ChIJ9bGAPYMDdkgRcMpChKFHwF0,hotels
Chenla Building,London,"Chenla Building, Conington Road, London",51.46787759999999,-0.0149295,4.8,6.0,ChIJYVvfJbgDdkgRXyLBnETO4QU,hotels
Aspen House,London,"Copperwood Place, London",51.4719228,-0.0142466,2.5,2.0,ChIJ228UYmICdkgRSMwn4sZ2B-0,hotels
Poppyfield House,London,London,51.4716989,-0.0139851,4.3,4.0,ChIJAUj0rXYDdkgRjZQLPSSRD4Q,hotels
Royal Garden Hotel,London,"2, 24 Kensington High Street, London",51.5026936,-0.1883821,4.4,2489.0,ChIJz1y33_cPdkgRP3ghYOpJYoI,hotels
Copthorne Tara Hotel London Kensington,London,"Scarsdale Place, London",51.4985046,-0.1908429,3.8,7780.0,ChIJP3aPKfQPdkgRx3vcyQ0F1N0,hotels
ibis London Shepherds Bush - Hammersmith,London,"3-5 Rockley Road, London",51.5033825,-0.2201368,4.2,1280.0,ChIJZ9pzJ8UPdkgRn46ont0RtTY,hotels
Hotel 65,London,"65 Shepherds Bush Road, London",51.4993412,-0.2217898,3.3,1096.0,ChIJByCf4MUPdkgRnf7QU0BIiLk,hotels
"Grantly Hotel, London Shepherd's Bush",London,"50-51 Shepherd's Bush Green, London",51.50330779999999,-0.2225617,3.5,620.0,ChIJEaVdW8UPdkgRQBtKG8OqRWI,hotels
Chiswick Rooms,London,"407 Goldhawk Road, London",51.4937891,-0.2448941,3.9,197.0,ChIJM96tIEgOdkgRVUAk1CCKETs,hotels
Hilton London Kensington,London,"179-199 Holland Park Avenue, London",51.5049356,-0.2144767,3.8,4793.0,ChIJOwuhOd0PdkgRssDoYjoX7gA,hotels
